Table with column headers in row 3,,,,,,
"2017 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2018",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
OK,40,27960,Soper Public Schools,"1,450",258,93
OK,40,26640,South Coffeyville Schools,"1,401",231,38
OK,40,27990,South Rock Creek Public School,"1,953",327,42
OK,40,28170,Sperry Public Schools,"5,554","1,122",159
OK,40,28200,Spiro Public Schools,"6,787","1,187",338
OK,40,28350,Springer Public Schools,"1,449",256,58
OK,40,28590,Sterling Public Schools,"2,190",411,66
OK,40,28620,Stidham Public School,532,67,18
OK,40,28650,Stigler Public Schools,"6,625","1,153",307
OK,40,28680,Stillwater Public Schools,"54,601","6,190","1,013"
OK,40,28710,Stilwell Public Schools,"7,301","1,366",543
OK,40,28800,Stonewall Public Schools,"3,265",616,123
OK,40,28920,Straight Public School,227,47,17
OK,40,28980,Stratford Public Schools,"3,788",786,183
OK,40,29010,Stringtown Public Schools,911,137,20
OK,40,29040,Strother Public Schools,"2,116",393,83
OK,40,29070,Stroud Public Schools,"4,706",828,147
OK,40,29100,Stuart Public Schools,956,154,32
OK,40,29160,Sulphur Public Schools,"8,156","1,387",258
OK,40,29310,Sweetwater Public Schools,466,92,20
OK,40,29340,Swink Public School,425,56,15
OK,40,29380,Tahlequah Public Schools,"22,242","3,441",899
OK,40,29400,Talihina Public Schools,"2,323",381,107
OK,40,29430,Taloga Public Schools,873,145,16
OK,40,29520,Tannehill Public School,"1,024",181,22
OK,40,29610,Tecumseh Public Schools,"10,198","2,110",333
OK,40,29640,Temple Public Schools,"1,255",210,54
OK,40,29670,Tenkiller Public School,"1,545",274,61
OK,40,29760,Terral Public School,495,83,20
OK,40,29820,Texhoma Public Schools,"1,171",260,46
OK,40,29850,Thackerville Public Schools,"1,630",290,70
OK,40,00015,Thomas-Fay-Custer Unified Schools,"2,778",570,90
OK,40,00013,Timberlake Public Schools,"3,013",346,55
OK,40,30030,Tipton Public Schools,"1,286",226,30
OK,40,30060,Tishomingo Public Schools,"4,719",767,186
OK,40,30120,Tonkawa Public Schools,"3,757",732,152
OK,40,30240,Tulsa Public Schools,"304,539","50,235","13,517"
OK,40,30270,Tupelo Public Schools,"1,078",174,55
OK,40,30290,Turkey Ford Public School,"1,144",169,44
OK,40,30300,Turner Public Schools,"2,454",375,39
OK,40,30330,Turpin Public Schools,"1,881",382,45
OK,40,30360,Tushka Public Schools,"1,493",250,50
OK,40,30390,Tuskahoma Public School,598,70,24
OK,40,30420,Tuttle Public Schools,"8,456","1,770",109
OK,40,30450,Twin Hills Public School,"1,677",339,54
OK,40,30480,Tyrone Public Schools,"1,039",205,46
OK,40,30630,Union City Public Schools,"1,947",318,21
OK,40,30600,Union Public Schools,"84,656","16,754","2,574"
OK,40,30870,Valliant Public Schools,"4,266",753,203
OK,40,30960,Vanoss Public Schools,"3,976",708,118
OK,40,30990,Varnum Public Schools,"1,343",218,48
OK,40,31020,Velma-Alma Public Schools,"2,281",384,67
OK,40,31080,Verden Public Schools,"1,328",246,46
OK,40,31110,Verdigris Public Schools,"5,790","1,134",84
OK,40,31140,Vian Public Schools,"4,585",731,223
OK,40,31170,Vici Public Schools,"1,615",290,57
OK,40,31290,Vinita Public Schools,"9,096","1,460",328
OK,40,31350,Wagoner Public Schools,"14,801","2,541",547
OK,40,31380,Wainwright Public School,765,176,47
OK,40,31470,Walters Public Schools,"3,330",589,134
OK,40,31500,Wanette Public Schools,"1,732",292,47
OK,40,31590,Wapanucka Public Schools,"1,252",237,69
OK,40,31650,Warner Public Schools,"3,500",590,187
OK,40,31710,Washington Public Schools,"4,297",872,57
OK,40,31770,Watonga Public Schools,"4,838",721,139
OK,40,31860,Watts Public Schools,"1,755",313,97
OK,40,31950,Waukomis Public Schools,"2,119",362,74
OK,40,31980,Waurika Public Schools,"2,628",440,137
OK,40,32010,Wayne Public Schools,"3,783",720,124
OK,40,32040,Waynoka Public Schools,"1,487",242,44
OK,40,32070,Weatherford Public Schools,"13,639","1,915",365
OK,40,32130,Webbers Falls Public Schools,"1,774",330,133
OK,40,32190,Welch Public Schools,"1,795",300,70
OK,40,32220,Weleetka Public Schools,"2,109",378,78
OK,40,32280,Wellston Public Schools,"3,413",649,145
OK,40,32370,Western Heights Public Schools,"16,848","3,408","1,117"
OK,40,32400,Westville Public Schools,"5,907","1,156",416
OK,40,32430,Wetumka Public Schools,"2,227",390,116
OK,40,32460,Wewoka Public Schools,"4,098",767,298
OK,40,32610,White Oak Public Schools,897,97,21
OK,40,32640,White Rock Public School,"1,482",241,47
OK,40,32670,Whitebead Public School,"1,520",312,55
OK,40,32700,Whitefield Public School,798,137,30
OK,40,32730,Whitesboro Public Schools,"1,172",207,48
OK,40,32760,Wickliffe Public School,715,131,38
OK,40,32790,Wilburton Public Schools,"4,980",784,187
OK,40,32880,Wilson Public Schools,822,127,23
OK,40,32940,Wilson Public Schools,"2,821",584,91
OK,40,32970,Wister Public Schools,"2,284",390,111
OK,40,33090,Woodall Public School,"1,530",292,80
OK,40,30048,Woodland Public Schools,"2,668",441,122
OK,40,33180,Woodward Public Schools,"14,863","2,771",446
OK,40,33210,Wright City Public Schools,"1,759",311,116
OK,40,33240,Wyandotte Public Schools,"4,051",715,161
OK,40,33300,Wynnewood Public Schools,"4,705",763,136
OK,40,33330,Wynona Public Schools,778,122,20
OK,40,33360,Yale Public Schools,"3,040",612,114
OK,40,33390,Yarbrough Public Schools,417,91,16
OK,40,33480,Yukon Public Schools,"44,336","8,569",738
OK,40,33540,Zaneis Public School,644,126,31
OK,40,33600,Zion Public School,892,151,40
OR,41,00990,Adel School District 21,97,13,2
OR,41,01020,Adrian School District 61,"1,219",217,46
OR,41,01200,Alsea School District 7J,"1,088",159,22
OR,41,01230,Amity School District 4J,"4,704",830,102
OR,41,01350,Annex School District 29,419,55,13
OR,41,01470,Arlington School District 3,799,134,31
OR,41,01500,Arock School District 81,142,25,7
OR,41,01560,Ashland School District 5,"25,998","3,105",526
OR,41,01590,Ashwood School District 8,65,9,2
OR,41,01620,Astoria School District 1,"14,428","2,007",287
OR,41,01660,Athena-Weston School District 29J,"2,761",483,73
OR,41,01710,Baker School District 5J,"13,439","2,003",504
OR,41,01800,Bandon School District 54,"6,564",758,154
OR,41,01830,Banks School District 13,"6,797","1,380",83
OR,41,01920,Beaverton School District 48J,"283,616","46,835","3,756"
OR,41,01980,Bend-La Pine Administrative School District 1,"127,228","18,861","1,927"
OR,41,02040,Bethel School District 52,"40,450","6,687","1,070"
OR,41,02160,Blachly School District 090,649,101,20
OR,41,02190,Black Butte School District 41,291,28,4
OR,41,02310,Brookings-Harbor School District 17,"14,173","1,613",341
OR,41,01740,Burnt River School District 30J,391,39,5
OR,41,02580,Butte Falls School District 91,"1,289",188,38
OR,41,02610,Camas Valley School District 21J,826,153,28
OR,41,02640,Canby School District 86,"33,106","5,435",570
OR,41,02780,Cascade School District 5,"14,800","2,636",497
OR,41,02800,Centennial School District 28J,"45,514","8,228","1,780"
OR,41,05760,Central Curry School District 1,"5,430",533,73
OR,41,02910,Central Linn School District 552,"5,645","1,034",151
OR,41,02940,Central Point School District 6,"31,751","5,009",655
OR,41,02840,Central School District 13J,"23,931","3,799",704
OR,41,03260,Clatskanie School District 6J,"5,302",833,135
OR,41,03270,Colton School District 53,"4,599",759,73
OR,41,03330,Condon School District 25J,"1,051",141,13
OR,41,03660,Coos Bay School District 9,"27,438","3,737","1,014"
OR,41,03390,Coquille School District 8,"7,098","1,027",199
OR,41,03420,Corbett School District 39,"4,209",717,52
OR,41,03480,Corvallis School District 509J,"69,548","7,480",784
OR,41,03540,Cove School District 15,"1,567",308,42
OR,41,03690,Creswell School District 40,"9,611","1,565",220
OR,41,03720,Crook County School District,"23,193","3,299",617
OR,41,03780,Crow-Applegate-Lorane Sd 66,"2,471",363,66
OR,41,03840,Culver School District 4,"3,829",658,152
OR,41,03860,Dallas School District 2,"22,628","3,920",615
OR,41,03940,David Douglas School District 40,"69,832","12,110","2,956"
OR,41,03960,Days Creek School District 15,"1,234",169,34
OR,41,03990,Dayton School District 8,"5,691","1,066",105
OR,41,04020,Dayville School District 16J,362,45,12
OR,41,04170,Diamond School District 7,89,15,6
OR,41,04290,Double O School District 28,27,3,1
OR,41,04380,Drewsey School District 13,122,16,2
OR,41,04410,Dufur School District 29,"1,748",301,58
OR,41,04500,Eagle Point School District 9,"29,632","5,057",794
OR,41,04530,Echo School District 5,"1,005",218,37
OR,41,04590,Elgin School District 23,"2,675",448,52
OR,41,04620,Elkton School District 34,"1,315",165,23
OR,41,05080,Enterprise School District 21,"3,068",444,62
OR,41,04700,Estacada School District 108,"14,218","2,201",229
OR,41,04740,Eugene School District 4J,"160,009","19,183","2,549"
OR,41,00003,Falls City School District 57,"1,330",227,81
OR,41,04950,Fern Ridge School District 28J,"12,731","1,918",309
OR,41,05160,Forest Grove School District 15,"38,074","7,155",819
OR,41,05250,Fossil School District 21J,650,76,27
OR,41,05310,Frenchglen School District 16,81,13,4
OR,41,05430,Gaston School District 511J,"3,231",535,69
OR,41,00015,Gervais School District 1,"6,923","1,465",229
OR,41,05610,Gladstone School District 115,"12,085","1,937",249
OR,41,05640,Glendale School District 77,"3,029",427,66
OR,41,05670,Glide School District 12,"5,833",703,167
OR,41,05910,Grants Pass School District 7,"37,916","6,197","1,207"
OR,41,01120,Greater Albany School District 8J,"65,082","10,836","1,507"
OR,41,06000,Gresham-Barlow School District 1J,"83,907","14,527","2,074"
OR,41,02490,Harney County School District 3,"5,893",876,194
OR,41,03600,Harney County School District 4,781,69,10
OR,41,03630,Harney County Union High School District 1J,"1,396",76,15
OR,41,06120,Harper School District 66,279,57,17
OR,41,00019,Harrisburg School District 7J,"5,498","1,092",190
OR,41,06270,Helix School District 1,438,104,9
OR,41,06300,Hermiston School District 8,"27,179","5,264",870
OR,41,00023,Hillsboro School District 1J,"139,297","24,610","2,114"
OR,41,06510,Hood River County School District 1,"23,377","4,176",554
OR,41,06600,Huntington School District 16J,536,61,15
OR,41,06630,Imbler School District 11,"1,407",245,20
OR,41,00047,Ione School District 2,643,113,8
OR,41,06740,Jefferson County School District 509J,"17,490","3,206",823
OR,41,06710,Jefferson School District 14J,"6,797","1,206",173
OR,41,06750,Jewell School District 8,"1,069",175,62
OR,41,06780,John Day School District 3,"4,864",645,125
OR,41,06820,Jordan Valley School District 3,419,72,17
OR,41,06870,Joseph School District 6,"2,144",246,35
OR,41,06930,Junction City School District 69,"13,369","2,026",273
OR,41,06960,Juntura School District 12,116,21,7
OR,41,07020,Klamath County School District,"43,142","6,673","1,356"
OR,41,07080,Klamath Falls City Schools,"23,793","3,649","1,073"
OR,41,00040,Knappa School District 4,"3,430",538,59
OR,41,07200,La Grande School District 1,"17,306","2,714",461
OR,41,07230,Lake Oswego School District 7J,"44,587","7,397",294
OR,41,07280,Lakeview School District 7,"5,195",699,163
OR,41,07380,Lebanon Community School District 9,"30,860","4,957",849
OR,41,07500,Lincoln County School District,"49,088","6,110","1,348"
OR,41,07530,Long Creek School District 17,383,48,15
OR,41,07590,Lowell School District 71,"2,728",419,37
OR,41,07710,Mapleton School District 32,"1,704",188,38
OR,41,07740,Marcola School District 79J,"2,003",232,27
OR,41,07880,McDermitt School District 51,102,12,4
OR,41,07980,McKenzie School District 68,"2,414",275,58
OR,41,08010,McMinnville School District 40,"42,225","7,077",799
OR,41,08040,Medford School District 549,"90,440","14,461","2,704"
OR,41,08160,Milton-Freewater School District 7,"11,920","2,308",531
OR,41,08280,Mitchell School District 55,348,35,12
OR,41,08310,Molalla River School District 35,"21,015","3,554",343
OR,41,08430,Monroe School District 1J,"3,352",528,113
OR,41,08460,Monument School District 8,420,69,13
OR,41,08520,Morrow School District 1,"10,535","2,109",350
OR,41,08550,Mount Angel School District 91,"4,396",788,75
OR,41,00640,Myrtle Point School District 41,"5,136",757,161
OR,41,08650,Neah-Kah-Nie School District 56,"8,092",871,144
OR,41,08700,Nestucca Valley School District 101J,"4,555",619,99
OR,41,08720,Newberg School District 29J,"36,214","5,938",626
OR,41,08820,North Bend School District 13,"16,258","2,173",417
OR,41,08830,North Clackamas School District 12,"124,251","19,226","1,949"
OR,41,04350,North Douglas School District 22,"2,705",395,70
OR,41,11400,North Lake School District 14,"1,990",310,55
OR,41,08880,North Marion School District 15,"10,960","2,110",266
OR,41,08940,North Powder School District 8J,787,156,46
OR,41,00020,North Santiam School District 29J,"17,098","3,024",352
OR,41,00048,North Wasco School District 21,"21,507","3,443",662
OR,41,09000,Nyssa School District 26,"4,904","1,195",307
OR,41,09120,Oakland School District 1,"3,119",442,114
OR,41,09150,Oakridge School District 76,"4,767",642,276
OR,41,09270,Ontario School District 8,"18,094","3,039",872
OR,41,09330,Oregon City School District 62,"60,088","9,754",866
OR,41,10920,Oregon Trail School District 46,"31,242","4,832",483
OR,41,09430,Paisley School District 11,494,72,16
OR,41,09480,Parkrose School District 3,"29,031","4,384",808
OR,41,09510,Pendleton School District 16,"22,340","3,570",531
OR,41,09530,Perrydale School District 21,"1,093",180,16
OR,41,09600,Philomath School District 17J,"9,212","1,601",144
OR,41,09630,Phoenix-Talent School District 4,"25,744","3,467",844
OR,41,09660,Pilot Rock School District 2,"2,087",364,45
OR,41,09690,Pine Creek School District 5,51,11,3
OR,41,09720,Pine-Eagle School District 61,"1,673",191,40
OR,41,09750,Pinehurst School District 94,229,28,5
OR,41,09870,Pleasant Hill School District 1,"6,914",982,91
OR,41,09960,Plush School District 18,87,8,2
OR,41,10020,Port Orford-Langlois School District 2J,"3,621",318,145
OR,41,10040,Portland School District 1J,"505,330","56,894","6,382"
OR,41,10080,Powers School District 31,839,115,46
OR,41,10110,Prairie City School District 4,"1,169",152,49
OR,41,10200,Prospect School District 59,"1,033",122,25
OR,41,03265,Rainier School District 13,"7,770","1,174",210
OR,41,10350,Redmond School District 2J,"53,653","8,580","1,197"
OR,41,10410,Reedsport School District 105,"5,884",672,173
OR,41,10520,Reynolds School District 7,"78,866","13,949","3,116"
OR,41,10530,Riddle School District 70,"2,478",369,104
OR,41,10560,Riverdale School District 51J,"3,110",465,27
OR,41,10680,Rogue River School District 35,"9,933","1,182",214
OR,41,10710,Roseburg School District 4,"47,440","6,759","1,134"
OR,41,10820,Salem-Keizer School District 24J,"263,229","46,747","8,112"
OR,41,08100,Santiam Canyon School District 129J,"4,312",706,100
OR,41,10980,Scappoose School District 1J,"15,271","2,265",217
OR,41,11040,Scio School District 95,"4,245",755,84
OR,41,11100,Seaside School District 10,"13,053","1,576",268
OR,41,11220,Sheridan School District 48J,"7,938","1,076",171
OR,41,11250,Sherman School District 1,"1,761",246,40
OR,41,11290,Sherwood School District 88J,"32,437","6,728",224
OR,41,11470,Silver Falls School District 4J,"20,768","3,969",385
OR,41,11490,Sisters School District 6,"9,007","1,421",101
OR,41,05100,Siuslaw School District 97J,"15,632","1,457",454
OR,41,05020,South Harney School District 33,162,17,2
OR,41,11580,South Lane School District 45J,"20,002","3,037",500
OR,41,11610,South Umpqua School District 19,"12,578","1,874",450
OR,41,00021,South Wasco County School District 1,"2,176",251,45
OR,41,11640,Spray School District 1,347,29,14
OR,41,11670,Springfield School District 19,"78,719","12,091","2,195"
OR,41,11720,St. Helens School District 502,"21,653","3,636",528
OR,41,11760,St. Paul School District 45,"1,428",323,42
OR,41,11790,Stanfield School District 61,"2,551",534,48
OR,41,11910,Suntex School District 10,83,11,4
OR,41,11940,Sutherlin School District 130,"9,734","1,409",253
OR,41,11970,Sweet Home School District 55,"15,704","2,617",422
OR,41,06900,Three Rivers School District,"49,866","6,400","1,483"
OR,41,12240,Tigard-Tualatin School District 23J,"86,897","13,691","1,260"
OR,41,12320,Tillamook School District 9,"14,041","2,226",391
OR,41,12360,Troy School District 54,40,2,0
OR,41,12540,Ukiah School District 80,248,43,7
OR,41,12600,Umatilla School District 6,"6,456","1,451",295
OR,41,12690,Union School District 5,"2,570",467,60
OR,41,00014,Vale School District 84,"4,711",907,236
OR,41,12930,Vernonia School District 47J,"3,969",661,122
OR,41,12990,Wallowa School District 12,"1,799",287,71
OR,41,13080,Warrenton-Hammond School District 30,"6,499",989,158
OR,41,13170,West Linn School District 3J,"49,684","9,139",515
OR,41,13350,Willamina School District 30J,"6,641","1,157",163
OR,41,13490,Winston-Dillard School District 116,"10,478","1,557",304
OR,41,13530,Woodburn School District 103,"29,293","5,950","1,769"
OR,41,00016,Yamhill-Carlton School District 1,"7,195","1,239",93
OR,41,13650,Yoncalla School District 32,"2,716",374,84
PA,42,02010,Abington Heights School District,"23,220","3,925",221
PA,42,02040,Abington School District,"59,792","9,371",501
PA,42,02100,Albert Gallatin Area School District,"22,988","3,444",935
PA,42,02130,Aliquippa School District,"9,193","1,257",494
PA,42,02190,Allegheny Valley School District,"9,701","1,037",140
PA,42,02310,Allegheny-Clarion Valley School District,"5,523",844,134
PA,42,02280,Allentown City School District,"120,910","21,257","6,935"
PA,42,02340,Altoona Area School District,"57,910","8,797","1,844"
PA,42,02440,Ambridge Area School District,"23,208","3,023",467
